Nome,Número,Coleção,Idioma,Estado,Ano,Tipo,Link Liga,Link MYP,Link Cardmarket,Link Tcgplayer,Link PriceCharting,Minimo,Venda Rapida,Menor Liga,Preço,Quantidade
Frogadier,089/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Frogadier%20(089/086)&show=1&ed=CRI&num=089,https://mypcards.com/pokemon/produto/325069/frogadier,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Frogadier-V2-CRI089,https://www.tcgplayer.com/product/693491?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/frogadier-89,"24,6",,"34,9",,1
Ampharos,090/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Ampharos%20(090/086)&show=1&ed=CRI&num=090,https://mypcards.com/pokemon/produto/325070/ampharos,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Ampharos-V2-CRI090,https://www.tcgplayer.com/product/693446?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/ampharos-90,14,,"24,9",,1
Crobat,093/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Crobat%20(093/086)&show=1&ed=CRI&num=093,https://mypcards.com/pokemon/produto/325073/crobat,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Crobat-V2-CRI093,https://www.tcgplayer.com/product/693471?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/crobat-93,"8,4",,"14,3",,1
Metang,094/086,Caos Ascendente,Suíço,NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Metang%20(094/086)&show=1&ed=CRI&num=094,https://mypcards.com/pokemon/produto/325074/metang,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Metang-V2-CRI095,https://www.tcgplayer.com/product/693524?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/metang-94,13,,25,,1
Sliggoo,095/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Sliggoo%20(095/086)&show=1&ed=CRI&num=095,https://mypcards.com/pokemon/produto/325075/sliggoo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Sliggoo-V2-CRI094,https://www.tcgplayer.com/product/693546?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/sliggoo-95,"5,2",,"9,3",,1
Watchog,097/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Watchog%20(097/086)&show=1&ed=CRI&num=097,https://mypcards.com/pokemon/produto/325077/watchog,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Watchog-V2-CRI097,https://www.tcgplayer.com/product/693560?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/watchog-97,"4,8",,8,,1
Altaria,TG11/TG30,Tempestade Prateada,Português (PT-BR),NM,2022,Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Altaria%20(TG11/TG30)&show=10&ed=SITTG&num=TG11,https://mypcards.com/pokemon/produto/174983/altaria,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Altaria-V2-SITTG11,https://www.tcgplayer.com/product/452027?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/altaria-tg11,"37,6",,53,,1
Hoothoot,TG12/TG30,Estrelas Radiantes,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Hoothoot%20(TG12/TG30)&show=1&ed=ARTG&num=TG12,https://mypcards.com/pokemon/produto/160689/hoothoot,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Hoothoot-ASRTG12,https://www.tcgplayer.com/product/272483?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/hoothoot-tg12,"56,8",,80,,1
Latios,XY79,XY — Promos,Português (PT-BR),D,2015,Full Art — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Latios%20(XY79)&show=1&ed=XYP&num=XY79,https://mypcards.com/pokemon/produto/41772/latios,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/Latios-XY79,https://www.tcgplayer.com/product/108609?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/latios-xy79,14,,"14,9",,1
Roserade,TG02/TG30,Origem Perdida,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Roserade%20(TG02/TG30)&show=1&ed=LORTG&num=TG02,https://mypcards.com/pokemon/produto/168025/roserade,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Roserade-LORTG02,https://www.tcgplayer.com/product/284254?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/roserade-tg02,"17,7",,25,,1
Jynx,TG04/TG30,Tempestade Prateada,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Jynx%20(TG04/TG30)&show=1&ed=SITTG&num=TG04,https://mypcards.com/pokemon/produto/174976/jynx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Jynx-SITTG04,https://www.tcgplayer.com/product/452018?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/jynx-tg04,"35,4",,"49,9",,1
Mareep,GG34/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Arte Rara — Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Mareep%20(GG34/GG70)&show=1&ed=CZGG&num=GG34,https://mypcards.com/pokemon/produto/180935/mareep,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Mareep-CRZGG34,https://www.tcgplayer.com/product/478063?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/mareep-gg34,"75,6",,"99,9",,1
Bronzong,TG11/TG30,Estrelas Radiantes,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Bronzong%20(TG11/TG30)&show=1&ed=ASRTG&num=TG11,https://mypcards.com/pokemon/produto/160688/bronzong,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Bronzong-ASRTG11,https://www.tcgplayer.com/product/272482?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/bronzong-tg11,"18,6",,"26,2",,1
Cidade Paralela,145/162,Turbo Revolução,Português (PT-BR),HP,2015,Estádio,https://www.ligapokemon.com.br/?view=cards/card&card=Parallel%20City%20(145/162)&show=1&ed=BKT&num=145,https://mypcards.com/pokemon/produto/33560/cidade-paralela,https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAKthrough/Parallel-City-BKT145,https://www.tcgplayer.com/product/107264?page=1&Language=English,https://www.pricecharting.com/game/pokemon-breakthrough/parallel-city-145,12,,"21,8",,1
Comfey,GG14/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Arte Rara — Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Comfey%20(GG14/GG70)&show=1&ed=CZGG&num=GG14,https://mypcards.com/pokemon/produto/180915/comfey,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Comfey-CRZGG14,https://www.tcgplayer.com/product/478031?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/comfey-gg14,"7,7",,"10,9",,1
Dunsparce,GG23/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Arte Rara — Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Dunsparce%20(GG23/GG70)&show=1&ed=CZGG&num=GG23,https://mypcards.com/pokemon/produto/180924/dunsparce,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Dunsparce-CRZGG23,https://www.tcgplayer.com/product/478041?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/dunsparce-gg23,"12,9",,23,,1
Articuno,25/83,Gerações,Português (PT-BR),HP,2016,Full Art — Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Articuno%20(25/83)&ed=GEN&num=25,https://mypcards.com/pokemon/produto/36184/articuno,https://www.cardmarket.com/en/Pokemon/Products/Singles/Generations/Articuno-GEN25,https://www.tcgplayer.com/product/113683?page=1&Language=English,https://www.pricecharting.com/game/pokemon-generations/articuno-25,"11,9",,34,,1
Obstagoon de Galar,TG10/TG30,Estrelas Radiantes,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Obstagoon%20(TG10%2FTG30)&ed=ARTG&num=TG10&srsltid=AfmBOoofkEhaiqViB_WnAPvlmdBipSsSJmwDmwtb7KROQKJkJPAiEztP,https://mypcards.com/pokemon/produto/160687/obstagoon-de-galar,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Galarian-Obstagoon-ASRTG10,https://www.tcgplayer.com/product/272481?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/galarian-obstagoon-tg10,"28,4",,"40,4",,1
Tarountula,199/198,Escarlate e Violeta,Português (PT-BR),NM,2023,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Tarountula%20(199/198)&show=1&ed=SV1&num=199,https://mypcards.com/pokemon/produto/185003/tarountula,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Tarountula-V2-SVI199,https://www.tcgplayer.com/product/490293?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-%26-violet/tarountula-199,"42,5",,"59,9",,1
Arceus,XY83,XY — Promos,Português (PT-BR),HP,2015,Full Art — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Arceus%20(XY83)&show=1&ed=XYP&num=XY83,https://mypcards.com/pokemon/produto/41776/arceus,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/Arceus-XY83,https://www.tcgplayer.com/product/108613?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/arceus-xy83,"17,3",,35,,1
Snover,140/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Snover%20(140/132)&show=1&ed=MEG&num=140,https://mypcards.com/pokemon/produto/294389/snover,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Snover-V2-MEG140,https://www.tcgplayer.com/product/654479?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/snover-140,"9,9",,11,,2
Dedenne,093/088,Equilíbrio Perfeito,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Dedenne%20(093/088)&show=1&ed=POR&num=093,https://mypcards.com/pokemon/produto/318532/dedenne-093088,https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Dedenne-V2-POR093,https://www.tcgplayer.com/product/684413?page=1&Language=English,https://www.pricecharting.com/game/pokemon-perfect-order/dedenne-93,"16,7",,20,,2
Tauros,096/086,Caos Ascendente,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Tauros%20(096/086)&show=1&ed=CRI&num=096,https://mypcards.com/pokemon/produto/325076/tauros,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Tauros-V2-CRI096,https://www.tcgplayer.com/product/693553?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/tauros-96,"22,3",,"27,9",,3
Poochyena,GG33/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Arte Rara — Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Poochyena%20(GG33/GG70)&ed=CZGG&num=GG33&srsltid=AfmBOorO8yrC-1CHpSeBRQWG2__I0YUlSgPgJ0OLetjOrL-2wKKZdXXv,https://mypcards.com/pokemon/produto/180934/poochyena,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Poochyena-CRZGG33,https://www.tcgplayer.com/product/478062?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/poochyena-gg33,"53,9",,"79,9",,1
Ariados,TG09/TG30,Astros Cintilantes,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Ariados%20(TG09%2FTG30)&ed=BSTG&num=TG09&srsltid=AfmBOopA0aQJ3BNeM20neLLAzJG06cPH5H_PtV1xNVIOQZtfO-wl-tCX,https://mypcards.com/pokemon/produto/155023/ariados,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Ariados-BRSTG09,https://www.tcgplayer.com/product/264204?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/ariados-tg09,"27,7",,39,,1
Jirachi,XY112,XY — Promos,Português (PT-BR),HP,2016,Full Art — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Jirachi%20(XY112)&show=1&ed=XYP&num=XY112,https://mypcards.com/pokemon/produto/41805/jirachi,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/Jirachi-XY112,https://www.tcgplayer.com/product/117266?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/jirachi-xy112,"13,5",,40,,1
Castform,TG11/TG30,Origem Perdida,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Castform%20(TG11/TG30)&show=1&ed=LORTG&num=TG11,https://mypcards.com/pokemon/produto/168034/castform,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Castform-LORTG11,https://www.tcgplayer.com/product/284271?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/castform-tg11,"17,4",,"24,5",,1
Spiritomb,TG09/TG30,Origem Perdida,Português (PT-BR),NM,2022,Full Art — Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Spiritomb%20(TG09/TG30)&show=1&ed=LORTG&num=TG09,https://mypcards.com/pokemon/produto/168032/spiritomb,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Spiritomb-LORTG09,https://www.tcgplayer.com/product/284269?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/spiritomb-tg09,"17,8",,25,,1
Kyurem Branco,XY81,XY — Promos,Português (PT-BR),D,2015,Full Art — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=White%20Kyurem%20(XY81)&show=1&ed=XYP&num=XY81,https://mypcards.com/pokemon/produto/41774/kyurem-branco,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/White-Kyurem-XY81,https://www.tcgplayer.com/product/108611?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/white-kyurem-xy81,10,,"10,9",,1
