Nome,Número,Coleção,Idioma,Estado,Ano,Tipo,Link Liga,Link MYP,Link Cardmarket,Link Tcgplayer,Link PriceCharting,Minimo,Venda Rapida,Menor Liga,Preço,Quantidade
Kommo-o GX,100/145,Guardiões Ascendentes,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Kommo-o%20GX%20(100/145)&show=1&ed=GRI&num=100,https://mypcards.com/pokemon/produto/40247/kommo-o-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Guardians-Rising/Kommo-o-GX-GRI100,https://www.tcgplayer.com/product/131016?page=1&Language=English,https://www.pricecharting.com/game/pokemon-guardians-rising/kommo-o-gx-100,7,,"9,9",,1
Gyarados GX,18/111,Invasão Carmim,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Gyarados%20GX%20(18/111)&show=1&ed=CIN&num=18,https://mypcards.com/pokemon/produto/74265/gyarados-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crimson-Invasion/Gyarados-GX-CIN18,https://www.tcgplayer.com/product/149039?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crimson-invasion/gyarados-gx-18,20,,67,,1
Victini V,021/163,Estilos de Batalha,Português (PT-BR),NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Victini-V%20(21/163)&ed=BST&srsltid=AfmBOopIl_KYiBjVLO7po3wd_bxm76UgSMsODWB08boneiVFsrTGmziR,https://mypcards.com/pokemon/produto/131179/victini-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Battle-Styles/Victini-V-BST021,https://www.tcgplayer.com/product/234102?page=1&Language=English,https://www.pricecharting.com/game/pokemon-battle-styles/victini-v-21,"7,2",,10,,1
Zamazenta V,018/025,Celebrações,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Zamazenta%20V%20(018/025)&show=1&ed=CEL&num=018,https://mypcards.com/pokemon/produto/144198/zamazenta-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Zamazenta-V-CEL018,https://www.tcgplayer.com/product/250299?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/zamazenta-v-18,"7,8",,"7,9",,1
Zapdos de Galar V,080/198,Reinado Arrepiante,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Zapdos%20V%20(080/198)&show=1&ed=CRE&num=080,https://mypcards.com/pokemon/produto/135583/zapdos-de-galar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chilling-Reign/Galarian-Zapdos-V-CRE080,https://www.tcgplayer.com/product/241745?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chilling-reign/galarian-zapdos-v-80,"8,3",,14,,1
Glaceon V,040/203,Céus em Evolução,Português (PT-BR),NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Glaceon%20V%20(040/203)&show=1&ed=EVS&num=040,https://mypcards.com/pokemon/produto/141346/glaceon-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Evolving-Skies/Glaceon-V-EVS040,https://www.tcgplayer.com/product/246744?page=1&Language=English,https://www.pricecharting.com/game/pokemon-evolving-skies/glaceon-v-40,"16,8",,"18,9",,1
Volcarona V,021/203,Céus em Evolução,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Volcarona%20V%20(021/203)&show=1&ed=EVS&num=021,https://mypcards.com/pokemon/produto/141327/volcarona-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Evolving-Skies/Volcarona-V-EVS021,https://www.tcgplayer.com/product/246715?page=1&Language=English,https://www.pricecharting.com/game/pokemon-evolving-skies/volcarona-v-21,"9,9",,"17,5",,1
Lumineon V,SWSH250,Espada e Escudo — Promos,Inglês,NM,2022,V — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Lumineon-V%20(SWSH250/71)&srsltid=AfmBOop0F0j2XgRmIHCfNiuhiM7vvMs6tER7XCgGU4fWmCbS71iSFae9,https://mypcards.com/pokemon/produto/164903/lumineon-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Lumineon-V-SWSH250,https://www.tcgplayer.com/product/279141?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/lumineon-v-swsh250,"3,5",,5,,2
Simisear V,027/172,Astros Cintilantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Simisear-V%20(27/172)&ed=BRS&num=27&srsltid=AfmBOoqGtrL5_fQdXSSo-rM_xDzL8J1Lms5YXtOiz0dXzUZQoAKhLUxH,https://mypcards.com/pokemon/produto/154855/simisear-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Simisear-V-BRS027,https://www.tcgplayer.com/product/263726?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/simisear-v-27,"4,4",,"7,9",,1
Kleavor V,087/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Kleavor%20V%20(087/189)&show=1&ed=ASR&num=087,https://mypcards.com/pokemon/produto/160548/kleavor-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Kleavor-V-ASR087,https://www.tcgplayer.com/product/272288?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/kleavor-v-87,5,,"8,5",,1
Kleavor V,087/189,Estrelas Radiantes,Inglês,NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Kleavor%20V%20(087/189)&show=1&ed=ASR&num=087,https://mypcards.com/pokemon/produto/160548/kleavor-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Kleavor-V-ASR087,https://www.tcgplayer.com/product/272288?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/kleavor-v-87,5,,"9,4",,1
Alolan Exeggutor V,SWSH225,Espada e Escudo — Promos,Português (PT-BR),NM,2022,V — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Alolan%20Exeggutor%20V%20(SWSH225)&show=1&ed=SWSHP&num=SWSH225,https://mypcards.com/pokemon/produto/164891/exeggutor-de-alola-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Alolan-Exeggutor-V-SWSH225,https://www.tcgplayer.com/product/270723?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/alolan-exeggutor-v-swsh225,"5,4",,8,,1
Machamp V,072/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Machamp%20V%20(072/189)&show=1&ed=ASR&num=072,https://mypcards.com/pokemon/produto/160533/machamp-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Machamp-V-ASR072,https://www.tcgplayer.com/product/272273?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/machamp-v-72,39,,55,,2
Galarian Mr. Rime V,049/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Mr.%20Rime%20V%20(049/189)&show=1&ed=ASR&num=049,https://mypcards.com/pokemon/produto/160510/mr-rime-de-galar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Galarian-Mr-Rime-V-ASR049,https://www.tcgplayer.com/product/272249?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/galarian-mr-rime-v-49,"5,3",,"9,4",,1
Hisuian Goodra V,135/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Hisuian%20Goodra%20V%20(135/196)&show=1&ed=LOR&num=135,https://mypcards.com/pokemon/produto/167941/goodra-de-hisui-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Hisuian-Goodra-V-LOR135,https://www.tcgplayer.com/product/284058?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/hisuian-goodra-v-135,"2,7",,"4,8",,1
Conkeldurr V,040/078,Pokémon GO,Inglês,NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Conkeldurr%20V%20(040/078)&show=1&ed=PGO&num=040,https://mypcards.com/pokemon/produto/163961/conkeldurr-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-GO/Conkeldurr-V-PGO040,https://www.tcgplayer.com/product/276999?page=1&Language=English,https://www.pricecharting.com/game/pokemon-go/conkeldurr-v-40,"3,9",,"6,8",,1
Kyurem V,048/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Kyurem%20V%20(048/196)&show=1&ed=LOR&num=048,https://mypcards.com/pokemon/produto/167854/kyurem-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Kyurem-V-LOR048,https://www.tcgplayer.com/product/283922?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/kyurem-v-48,"5,5",,"8,9",,1
Giratina V,130/196,Origem Perdida,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Giratina%20V%20(130/196)&show=1&ed=LOR&num=130,https://mypcards.com/pokemon/produto/167936/giratina-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Giratina-V-LOR130,https://www.tcgplayer.com/product/284050?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/giratina-v-130,"7,1",,10,,1
Vulpix de Alola V,033/195,Tempestade Prateada,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Alolan%20Vulpix%20V%20(033/195)&show=1&ed=SIT&num=033,https://mypcards.com/pokemon/produto/174790/vulpix-de-alola-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Alolan-Vulpix-V-SIT033,https://www.tcgplayer.com/product/451665?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/alolan-vulpix-v-33,"6,7",,12,,1
Chesnaught V,015/195,Tempestade Prateada,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Chesnaught%20V%20(015/195)&show=1&ed=SIT&num=015,https://mypcards.com/pokemon/produto/174772/chesnaught-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Chesnaught-V-SIT015,https://www.tcgplayer.com/product/451643?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/chesnaught-v-15,"3,9",,"5,9",,1
Omastar V,035/195,Tempestade Prateada,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Omastar%20V%20(035/195)&show=1&ed=SIT&num=035,https://mypcards.com/pokemon/produto/174792/omastar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Omastar-V-SIT035,https://www.tcgplayer.com/product/451668?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/omastar-v-35,"5,3",,"6,7",,1
Klawf ex,120/197,Obsidiana em Chamas,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Klawf%20ex%20(120/197)&show=1&ed=OBF&num=120,https://mypcards.com/pokemon/produto/199359/klawf-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Klawf-ex-OBF120,https://www.tcgplayer.com/product/509869?page=1&Language=English,https://www.pricecharting.com/game/pokemon-obsidian-flames/klawf-ex-120,"4,8",,7,,1
Skeledirge ex,037/193,Evoluções em Paldea,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Skeledirge+ex%20(037/193)&show=1&ed=PAL&num=037,https://mypcards.com/pokemon/produto/192972/skeledirge-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Skeledirge-ex-PAL037,https://www.tcgplayer.com/product/497448?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/skeledirge-ex-37,"4,9",,"5,5",,1
Quaquaval ex,052/193,Evoluções em Paldea,Alemão,NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Quaquaval%20ex%20(052/193)&show=1&ed=SV2&num=052,https://mypcards.com/pokemon/produto/192987/quaquaval-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaquaval-ex-PAL052,https://www.tcgplayer.com/product/497463?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/quaquaval-ex-52,"5,7",,8,,1
Ting-Lu ex,127/193,Evoluções em Paldea,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Ting-Lu%20ex%20(127/193)&show=1&ed=SV2&num=127,https://mypcards.com/pokemon/produto/193062/ting-lu-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Ting-Lu-ex-PAL127,https://www.tcgplayer.com/product/497543?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/ting-lu-ex-127,"2,8",,4,,1
Armarouge ex,027/182,Fenda Paradoxal,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Armarouge%20ex%20(027%2F182)&ed=PAR&num=027&srsltid=AfmBOop22Q0khDMNr3SAmMegdjFmKmhNOz0yK07GWoCo_0bGwjCWudMv,https://mypcards.com/pokemon/produto/210568/armarouge-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Armarouge-ex-PAR027,https://www.tcgplayer.com/product/523636?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paradox-rift/armarouge-ex-holo-27,"5,4",,"7,7",,1
Dhelmise V,009/072,Destinos Brilhantes,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Dhelmise%20V%20(009/072)&show=1&ed=SHF&num=009,https://mypcards.com/pokemon/produto/129524/dhelmise-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Fates/Dhelmise-V-SHF009,https://www.tcgplayer.com/product/232376?page=1&Language=English,https://www.pricecharting.com/game/pokemon-shining-fates/dhelmise-v-9,"3,6",,5,,2
Greninja ex,041/142,Coroa Estelar,Português (PT-BR),NM,2024,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Greninja%20ex%20(041/142)&ed=SCR&num=041&srsltid=AfmBOopzRMmGL4cYp86zJ4mgICGxHfqsYE81duiRTCEZf6WmoNIDHyo0,https://mypcards.com/pokemon/produto/247532/greninja-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Greninja-ex-V1-SCR041,https://www.tcgplayer.com/product/567267?page=1&Language=English,https://www.pricecharting.com/game/pokemon-stellar-crown/greninja-ex-41,"6,3",,"8,9",,1
Garganacl ex,089/142,Coroa Estelar,Português (PT-BR),NM,2024,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Garganacl%20ex%20(089/142)&show=1&ed=SV7&num=089,https://mypcards.com/pokemon/produto/247580/garganacl-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Garganacl-ex-SCR089,https://www.tcgplayer.com/product/567315?page=1&Language=English,https://www.pricecharting.com/game/pokemon-stellar-crown/garganacl-ex-89,"2,4",,"3,4",,1
Blaziken ex,024/159,Amigos da Jornada,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Blaziken%20ex%20(024/159)&show=1&ed=SV9&num=024,https://mypcards.com/pokemon/produto/267751/blaziken-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Blaziken-ex-JTG024,https://www.tcgplayer.com/product/623451?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/blaziken-ex-24,"18,4",,"25,5",,1
Veluza ex,043/159,Amigos da Jornada,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Veluza%20ex%20(043/159)&show=1&ed=SV9&num=043,https://mypcards.com/pokemon/produto/267770/veluza-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Veluza-ex-JTG043,https://www.tcgplayer.com/product/623470?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/veluza-ex-43,"1,7",,3,,1
Oricorio ex,018/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Oricorio%20ex%20(018/094)&show=1&ed=PFL&num=018,https://mypcards.com/pokemon/produto/300624/oricorio-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Oricorio-ex-V1-PFL018,https://www.tcgplayer.com/product/662206?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/oricorio-ex-18,"1,8",,"2,75",,3
Ho-Oh ex do Ethan,026/217,Heróis Excelsos,Português (PT-BR),NM,2026,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Ethan%27s%20Ho-Oh%20ex%20(026/217)&show=1&ed=ASC&num=026,https://mypcards.com/pokemon/produto/310263/ho-oh-ex-do-ethan,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ascended-Heroes/Ethans-Ho-Oh-ex-ASC026,https://www.tcgplayer.com/product/675838?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ascended-heroes/ethan%27s-ho-oh-ex-26,"2,8",,5,,1
Regidrago V,SWSH281,Espada e Escudo — Promos,Português (PT-BR),NM,2023,V,https://www.ligapokemon.com.br/?view=cards/card&card=Regidrago%20V%20(SWSH281)&show=1&ed=SWSHP&num=SWSH281,https://mypcards.com/pokemon/produto/180976/regidrago-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Regidrago-V-SWSH281,https://www.tcgplayer.com/product/453485?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/regidrago-v-swsh281,"3,8",,"5,4",,2
Gardevoir ex,086/198,Escarlate e Violeta,Português (PT-BR),NM,2023,ex,https://www.ligapokemon.com.br/?view=cards/card&card=Gardevoir%20ex%20(086/198)&show=1&ed=SV1&num=086,https://mypcards.com/pokemon/produto/184890/gardevoir-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Gardevoir-ex-SVI086,https://www.tcgplayer.com/product/487951?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-%26-violet/gardevoir-ex-86,"3,9",,"4,5",,1
Espeon GX,061/149,Sol e Lua,Português (PT-BR),SP,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Espeon-GX%20(61/149)&ed=SUM&num=61&srsltid=AfmBOooYcxdOuLnnw985kNwzwG96mSD9wakNvD8zalljBpt0ZqhaaFcg,https://mypcards.com/pokemon/produto/40036/espeon-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon/Espeon-GX-SUM061,https://www.tcgplayer.com/product/126932?page=1&Language=English,https://www.pricecharting.com/game/pokemon-sun-%26-moon/espeon-gx-61,"13,9",,"18,9",,1
Lunala GX,066/149,Sol e Lua,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Lunala%20GX%20(066/149)&show=1&ed=SUM&num=066,https://mypcards.com/pokemon/produto/40041/lunala-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon/Lunala-GX-SUM066,https://www.tcgplayer.com/product/126937?page=1&Language=English,https://www.pricecharting.com/game/pokemon-sun-%26-moon/lunala-gx-66,"14,9",,21,,1
Lunala GX,SM17,Sol e Lua — Promos,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Lunala%20GX%20(SM17)&show=1&ed=SMP&num=SM17,https://mypcards.com/pokemon/produto/40333/lunala-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Lunala-GX-SM017,https://www.tcgplayer.com/product/129312?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/lunala-gx-sm17,16,,25,,1
Vikavolt GX,045/145,Guardiões Ascendentes,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Vikavolt%20GX%20(045/145)&show=1&ed=GRI&num=045,https://mypcards.com/pokemon/produto/40192/vikavolt-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Guardians-Rising/Vikavolt-GX-GRI045,https://www.tcgplayer.com/product/130947?page=1&Language=English,https://www.pricecharting.com/game/pokemon-guardians-rising/vikavolt-gx-45,"5,6",,"7,9",,1
Tapu Lele GX,060/145,Celebrações,Português (PT-BR),NM,2021,GX — Coleção Clássica,https://www.ligapokemon.com.br/?view=cards/card&card=Tapu%20Lele-GX%20(25/25)&show=1&ed=CCC&num=25,https://mypcards.com/pokemon/produto/144271/tapu-lele,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Tapu-Lele-GX,https://www.tcgplayer.com/product/250342?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/tapu-lele-gx-60,"24,9",,"35,9",,1
Darkrai GX,088/147,Sombras Ardentes,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Darkrai%20GX%20(088/147)&show=1&ed=BUS&num=088,https://mypcards.com/pokemon/produto/64285/darkrai-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Burning-Shadows/Darkrai-GX-BUS088,https://www.tcgplayer.com/product/138578?page=1&Language=English,https://www.pricecharting.com/game/pokemon-burning-shadows/darkrai-gx-88,"29,9",,40,,1
Mewtwo GX,39/73,Lendas Luminescentes,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Mewtwo%20GX%20(39/73)&show=1&ed=SLG&num=39,https://mypcards.com/pokemon/produto/74029/mewtwo-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Legends/Mewtwo-GX-V1-SLG39,https://www.tcgplayer.com/product/146695?page=1&Language=English,https://www.pricecharting.com/game/pokemon-shining-legends/mewtwo-gx-39,"37,1",,58,,1
Nihilego GX,49/111,Invasão Carmim,Português (PT-BR),NM,2017,GX,https://www.ligapokemon.com.br/?view=cards/card&card=Nihilego%20GX%20(49/111)&show=1&ed=CIN&num=49,https://mypcards.com/pokemon/produto/74296/nihilego-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crimson-Invasion/Nihilego-GX-V1-CIN49,https://www.tcgplayer.com/product/149072?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crimson-invasion/nihilego-gx-49,"56,8",,80,,1
Zacian V,016/025,Celebrações,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Zacian%20V%20(016/025)&show=1&ed=CEL&num=16,https://mypcards.com/pokemon/produto/144196/zacian-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Celebrations/Zacian-V,https://www.tcgplayer.com/product/250313?page=1&Language=English,https://www.pricecharting.com/game/pokemon-celebrations/zacian-v-16,"4,9",,"6,9",,1
Crobat V,SWSH110,Espada e Escudo — Promos,Inglês,NM,2021,V — Full Art,https://www.ligapokemon.com.br/?view=cards/card&card=Crobat-V%20(SWSH110/71)&show=1&num=SWSH110,https://mypcards.com/pokemon/produto/139241/crobat-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Crobat-V,https://www.tcgplayer.com/product/245875?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/crobat-v-swsh110,"9,7",,15,,2
Slowbro de Galar V,099/189,Escuridão Incandescente,Inglês,NM,2020,V,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Slowbro%20V%20(099/189)&show=1&ed=DAA&num=99,https://mypcards.com/pokemon/produto/109913/slowbro-de-galar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Darkness-Ablaze/Galarian-Slowbro-V-DAA99,https://www.tcgplayer.com/product/219399?page=1&Language=English,https://www.pricecharting.com/game/pokemon-darkness-ablaze/galarian-slowbro-v-99,"5,5",,"9,9",,1
Mew V,060/159,Realeza Absoluta,Português (PT-BR),NM,2023,V,https://www.ligapokemon.com.br/?view=cards/card&card=Mew%20V%20(060/159)&show=1&ed=CRZ&num=60,https://mypcards.com/pokemon/produto/180801/mew-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Mew-V-CRZ060,https://www.tcgplayer.com/product/478175?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/mew-v-60,168,,299,,1
Zeraora V,SWSH263,Espada e Escudo — Promos,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Zeraora-V%20(SWSH263/71)&srsltid=AfmBOoo1Gm9m5tqGCg0JT2JJo8BXsU5ANqpAFO17SMDT54y04D9iwBMy,https://mypcards.com/pokemon/produto/175702/zeraora-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Zeraora-V-SWSH263,https://www.tcgplayer.com/product/449518?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/zeraora-v-swsh263,5,,7,,1
Moltres de Galar V,097/198,Reinado Arrepiante,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Galarian%20Moltres%20V%20(097/198)&show=1&ed=CRE&num=97,https://mypcards.com/pokemon/produto/135600/moltres-de-galar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chilling-Reign/Galarian-Moltres-V-V1-CHR097,https://www.tcgplayer.com/product/241766?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chilling-reign/galarian-moltres-v-97,"11,4",,"17,9",,1
Gengar V,156/264,Golpe Fusão,Inglês,NM,2021,V,https://www.ligapokemon.com.br/?view=cards/card&card=Gengar%20V%20(156/264)&show=1&ed=FST&num=156,https://mypcards.com/pokemon/produto/146388/gengar-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Gengar-V-FST156,https://www.tcgplayer.com/product/253370?page=1&Language=English,https://www.pricecharting.com/game/pokemon-fusion-strike/gengar-v-156,"63,1",,110,,1
Raikou V,048/172,Astros Cintilantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Raikou-V%20(48/172)&show=1&ed=BRS&num=48,https://mypcards.com/pokemon/produto/154876/raikou-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Raikou-V-BRS048,https://www.tcgplayer.com/product/263754?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/raikou-v-48,"7,1",,10,,1
Whimsicott V,064/172,Astros Cintilantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Whimsicott-V%20(64/172)&show=1,https://mypcards.com/pokemon/produto/154892/whimsicott-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Whimsicott-V-BRS064,https://www.tcgplayer.com/product/263780?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/whimsicott-v-64,"4,2",,"6,9",,1
Typhlosion de Hisui V,053/189,Estrelas Radiantes,Português (PT-BR),NM,2022,V,https://www.ligapokemon.com.br/?view=cards/card&card=Hisuian%20Typhlosion%20V%20(053/189)&show=1&ed=ASR&num=53,https://mypcards.com/pokemon/produto/160514/typhlosion-de-hisui-v,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Hisuian-Typhlosion-V-ASR053,https://www.tcgplayer.com/product/272254?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/hisuian-typhlosion-v-53,"9,9",,14,,1
